uid;DATE;OLD_TARIF;OLD_PRICE;NEW_TARIF;NEW_PRICE
10170335;05.01.16 15:14;Нет интернета;0;Интернет 2015;399
10044178;05.01.16 16:18;Нет интернета;0;Снова вместе 70;350
10170304;05.01.16 16:36;Нет интернета;0;Интернет 2015;399
10117910;05.01.16 17:36;Нет интернета;0;Интернет 2015;399
10170382;08.01.16 12:15;Нет интернета;0;Интернет 2015;399
10170401;08.01.16 13:57;Нет интернета;0;Снова вместе 70;350
10055022;08.01.16 14:50;Нет интернета;0;Специальный 50;250
10170394;08.01.16 15:31;Нет интернета;0;Интернет 2015;399
10170416;08.01.16 15:46;Нет интернета;0;Снова вместе 50;300
10086836;09.01.16 10:57;Нет интернета;0;Снова вместе 50;300
10166054;09.01.16 11:32;Нет интернета;0;Снова вместе 70;350
10071744;09.01.16 12:39;Нет интернета;0;Снова вместе 50;300
10060258;09.01.16 12:48;Нет интернета;0;Снова вместе 70;350
10179352;21.07.16 9:56;Нет интернета;0;Интернет;400
10170415;09.01.16 18:13;Нет интернета;0;Интернет 2015;399
10178772;05.07.16 10:26;Нет интернета;0;Снова вместе 70;350
10120389;09.01.16 19:55;Нет интернета;0;Специальный 50;250
10055582;10.01.16 12:53;Нет интернета;0;Снова вместе 50;300
10152405;10.01.16 12:57;Нет интернета;0;Интернет 2015;399
10141253;01.08.14 15:06;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10011175;10.01.16 15:33;Нет интернета;0;Интернет 2015;399
10074954;10.01.16 16:23;Нет интернета;0;Специальный 50;250
10181164;31.08.16 11:04;Нет интернета;0;Снова вместе 50;300
10055022;11.01.16 9:39;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10170336;11.01.16 9:42;Нет интернета;0;Снова вместе 50;300
10186636;24.12.16 11:31;Нет интернета;0;Снова вместе 70;350
10152245;30.01.15 18:33;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10152245;11.01.16 10:00;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10144786;11.01.16 10:11;Нет интернета;0;Снова вместе 50;300
10158391;11.01.16 10:12;Нет интернета;0;Снова вместе 50;300
10088733;19.09.14 17:46;ПРОСТО Класс 500 ускорение;380;Интернет;400
10088733;11.01.16 10:21;Интернет;400;Нет интернета;0
10141253;10.01.16 15:16;ПРОСТО Класс 500 ускорение;380;Специальный 50;250
10141253;11.01.16 10:24;Специальный 50;250;Нет интернета;0
10170400;11.01.16 10:32;Нет интернета;0;Интернет;400
10158945;11.01.16 10:34;Нет интернета;0;Интернет 2015;399
10078146;02.08.16 12:29;Нет интернета;0;Снова вместе 50;300
10090499;11.01.16 11:18;Нет интернета;0;Снова вместе 50;300
10170410;11.01.16 11:20;Нет интернета;0;Снова вместе 50;300
10140404;11.01.16 11:26;Нет интернета;0;Снова вместе 70;350
10170436;11.01.16 11:29;Нет интернета;0;Интернет 2015;399
10129355;28.02.15 16:51;Нет интернета;0;Интернет;400
10129355;11.01.16 11:30;Интернет;400;Нет интернета;0
10119076;11.01.16 11:41;Нет интернета;0;Снова вместе 50;300
10148013;11.01.16 11:44;Нет интернета;0;Снова вместе 70;350
10144420;27.09.14 20:43;Нет интернета;0;Интернет;400
10144420;11.01.16 11:52;Интернет;400;Нет интернета;0
10168402;11.01.16 12:00;Нет интернета;0;Интернет 2015;399
10011559;11.01.16 12:05;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10125478;11.01.16 12:10;Нет интернета;0;Интернет 2015;399
10070026;11.01.16 12:27;Нет интернета;0;Снова вместе 50;300
10134533;18.10.16 10:55;Нет интернета;0;Снова вместе 50;300
10170294;11.01.16 12:37;Нет интернета;0;Интернет 2015;399
10170447;11.01.16 13:08;Нет интернета;0;Интернет;400
10170440;11.01.16 13:28;Нет интернета;0;Снова вместе 50;300
10170424;11.01.16 13:44;Нет интернета;0;Снова вместе 70;350
10066569;11.01.16 13:55;Нет интернета;0;Интернет 2015;399
10158681;11.01.16 14:15;Нет интернета;0;Снова вместе 50;300
10023903;05.01.16 17:56;Нет интернета;0;Снова вместе 70;350
10023903;11.01.16 14:22;Снова вместе 70;350;Снова вместе 50;300
10003463;11.01.16 14:40;Нет интернета;0;Снова вместе 50;300
10170451;11.01.16 14:41;Нет интернета;0;Интернет 2015;399
10169683;31.12.15 10:08;Сёрфинг;300;Интернет 2015;399
10045931;11.01.16 15:04;Нет интернета;0;Интернет 2015;399
10170379;11.01.16 15:37;Нет интернета;0;Интернет 2015;399
10170315;11.01.16 15:40;Нет интернета;0;Снова вместе 70;350
10170414;11.01.16 16:07;Нет интернета;0;Снова вместе 70;350
10178542;22.12.16 11:07;Интернет 2015;399;Нет интернета;0
10141253;11.01.16 16:12;Нет интернета;0;Специальный 50;250
10170452;11.01.16 16:28;Нет интернета;0;Интернет 2015;399
10179005;11.07.16 11:25;Нет интернета;0;Интернет 2015;399
10140433;11.01.16 16:39;Нет интернета;0;Снова вместе 70;350
10170322;11.01.16 17:09;Нет интернета;0;Интернет 2015;399
10170322;11.01.16 17:12;Интернет 2015;399;Снова вместе 50;300
10170322;11.01.16 17:12;Снова вместе 50;300;Специальный 50;250
10041911;11.01.16 17:22;Нет интернета;0;Снова вместе 50;300
10170395;11.01.16 18:14;Нет интернета;0;Снова вместе 70;350
10068505;11.01.16 18:28;Нет интернета;0;Интернет 2015;399
10170407;11.01.16 18:39;Нет интернета;0;Снова вместе 70;350
10170160;11.01.16 18:41;Нет интернета;0;Интернет 2015;399
10170356;11.01.16 18:49;Нет интернета;0;Интернет 2015;399
10115109;11.01.16 18:50;Нет интернета;0;Снова вместе 50;300
10170239;11.01.16 18:46;Нет интернета;0;Интернет 2015;399
10170322;11.01.16 17:12;Специальный 50;250;Снова вместе 50;300
10169932;11.01.16 18:51;Нет интернета;0;Снова вместе 50;300
10173083;29.02.16 13:15;Нет интернета;0;Интернет 2015;399
10072476;02.12.16 14:47;Нет интернета;0;Моно 50;299
10032867;11.01.16 19:29;Нет интернета;0;Снова вместе 50;300
10170103;11.01.16 20:07;Нет интернета;0;Снова вместе 50;300
10161764;11.01.16 20:20;Нет интернета;0;Снова вместе 50;300
10170406;11.01.16 20:35;Нет интернета;0;Интернет 2015;399
10170322;12.01.16 15:27;Снова вместе 50;300;Интернет 2015;399
10167886;06.01.16 14:10;Снова вместе 70;350;Специальный 50;250
10167886;12.01.16 15:36;Специальный 50;250;Нет интернета;0
10044119;30.08.16 11:24;Нет интернета;0;Интернет 2015;399
10170508;12.01.16 16:58;Нет интернета;0;Интернет 2015;399
10071658;12.01.16 17:00;Нет интернета;0;Интернет 2015;399
10170518;12.01.16 16:49;Нет интернета;0;Интернет 2015;399
10170312;12.01.16 17:29;Нет интернета;0;Интернет 2015;399
10170512;12.01.16 17:31;Нет интернета;0;Снова вместе 50;300
10170517;12.01.16 17:41;Нет интернета;0;Интернет 2015;399
10109180;12.01.16 18:42;Нет интернета;0;Интернет 2015;399
10110350;12.01.16 18:56;Нет интернета;0;Интернет 2015;399
10056982;12.01.16 18:59;Нет интернета;0;Снова вместе 70;350
10170492;12.01.16 20:34;Нет интернета;0;Снова вместе 50;300
10170529;12.01.16 20:52;Нет интернета;0;Интернет 2015;399
10170566;13.01.16 10:57;Нет интернета;0;ПРОСТО Класс 600 плюс;480
10170577;13.01.16 9:40;Нет интернета;0;Снова вместе 70;350
10015828;13.01.16 9:48;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10170412;13.01.16 9:50;Нет интернета;0;Интернет 2015;399
10170578;13.01.16 9:52;Нет интернета;0;Интернет 2015;399
10170482;13.01.16 9:57;Нет интернета;0;Интернет 2015;399
10128949;13.01.16 10:47;Нет интернета;0;Интернет 2015;399
10170556;13.01.16 10:50;Нет интернета;0;Снова вместе 50;300
10103592;13.01.16 10:51;Нет интернета;0;Снова вместе 50;300
10170569;13.01.16 10:53;Нет интернета;0;Снова вместе 50;300
10066793;13.01.16 11:06;Нет интернета;0;Снова вместе 50;300
10170532;12.01.16 17:37;Нет интернета;0;Интернет 2015;399
10029140;13.01.16 9:59;Нет интернета;0;Интернет 2015;399
10006572;10.08.16 11:28;Любимый Абонент 70;350;Нет интернета;0
10167886;13.01.16 11:35;Нет интернета;0;Специальный 50;250
10110937;13.01.16 11:40;Нет интернета;0;Снова вместе 50;300
10088447;08.04.16 11:18;Нет интернета;0;Снова вместе 50;300
10057702;13.01.16 11:53;Нет интернета;0;Интернет 2015;399
10181507;16.11.16 11:12;Нет интернета;0;Специальный 50;250
10170539;13.01.16 12:41;Нет интернета;0;Интернет 2015;399
10177166;24.05.16 13:47;Нет интернета;0;Снова вместе 70;350
10170561;13.01.16 13:07;Нет интернета;0;Снова вместе 50;300
10020785;28.11.14 12:45;ПРОСТО Класс 500 ускорение;380;Интернет;400
10170552;13.01.16 13:30;Нет интернета;0;Интернет;400
10142711;13.01.16 13:30;Нет интернета;0;Снова вместе 50;300
10170550;13.01.16 14:01;Нет интернета;0;Интернет 2015;399
10042687;30.12.15 15:35;Нет интернета;0;Интернет 2015;399
10042687;13.01.16 14:01;Интернет 2015;399;Служебный 200;200
10170485;13.01.16 14:16;Нет интернета;0;Интернет 2015;399
10170604;13.01.16 14:32;Нет интернета;0;Интернет 2015;399
10110330;13.01.16 14:42;Нет интернета;0;Снова вместе 70;350
10088733;12.01.16 15:19;Нет интернета;0;Снова вместе 50;300
10088733;13.01.16 14:48;Снова вместе 50;300;Специальный 50;250
10183779;23.10.16 12:21;Нет интернета;0;Интернет 2015;399
10170344;13.01.16 15:24;Нет интернета;0;Снова вместе 50;300
10170372;13.01.16 16:10;Нет интернета;0;Интернет 2015;399
10170536;13.01.16 16:13;Нет интернета;0;Интернет 2015;399
10170548;13.01.16 16:15;Нет интернета;0;Снова вместе 70;350
10170554;13.01.16 16:41;Нет интернета;0;Интернет 2015;399
10087226;13.01.16 17:05;Нет интернета;0;Снова вместе 70;350
10170583;13.01.16 18:08;Нет интернета;0;Снова вместе 70;350
10157493;13.01.16 18:18;Нет интернета;0;Интернет 2015;399
10181181;01.09.16 13:45;Нет интернета;0;Интернет 2015;399
10170250;13.01.16 18:43;Нет интернета;0;Интернет 2015;399
10170570;13.01.16 18:51;Нет интернета;0;Интернет 2015;399
10170383;13.01.16 19:00;Нет интернета;0;Снова вместе 50;300
10170558;13.01.16 19:06;Нет интернета;0;Интернет 2015;399
10170467;13.01.16 19:26;Нет интернета;0;Снова вместе 70;350
10114541;13.01.16 19:31;Нет интернета;0;Снова вместе 50;300
10170603;13.01.16 19:39;Нет интернета;0;Снова вместе 50;300
10075695;13.01.16 20:49;Нет интернета;0;Интернет 2015;399
10029503;14.01.16 12:29;Нет интернета;0;Снова вместе 50;300
10170567;13.01.16 17:14;Нет интернета;0;Интернет 2015;399
10177427;31.05.16 9:59;Нет интернета;0;Снова вместе 70;350
10170605;14.01.16 12:51;Нет интернета;0;Снова вместе 70;350
10170681;14.01.16 13:00;Нет интернета;0;Интернет 2015;399
10170565;14.01.16 13:04;Нет интернета;0;Снова вместе 70;350
10170340;13.01.16 13:25;Нет интернета;0;Интернет 2015;399
10170340;14.01.16 13:34;Интернет 2015;399;Снова вместе 50;300
10170664;14.01.16 13:54;Нет интернета;0;Интернет 2015;399
10160597;14.01.16 14:14;Нет интернета;0;Снова вместе 50;300
10115647;14.01.16 14:29;Нет интернета;0;Снова вместе 50;300
10037747;22.06.16 9:38;Любимый Абонент 70;350;Нет интернета;0
10096159;14.01.16 15:01;Нет интернета;0;Интернет 2015;399
10142613;09.07.15 10:03;Сёрфинг;300;Интернет;400
10142613;14.01.16 15:02;Интернет;400;Специальный 50;250
10142613;14.01.16 15:02;Специальный 50;250;Интернет;400
10142613;14.01.16 15:25;Интернет;400;Нет интернета;0
10059226;25.08.14 20:31;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10059226;14.01.16 15:27;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10157786;14.01.16 16:19;Специальный 50;250;Интернет 2015;399
10170629;14.01.16 16:06;Нет интернета;0;Снова вместе 70;350
10157786;09.10.15 14:42;Интернет 2015;399;Специальный 50;250
10039440;14.01.16 18:10;Нет интернета;0;Снова вместе 50;300
10148233;14.01.16 18:50;Нет интернета;0;Интернет 2015;399
10170581;14.01.16 19:07;Нет интернета;0;Интернет 2015;399
10055592;01.04.14 1:20;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10085669;14.01.16 20:10;Нет интернета;0;Снова вместе 70;350
10058779;14.01.16 19:38;Нет интернета;0;Снова вместе 70;350
10142613;15.01.16 13:14;Нет интернета;0;Специальный 50;250
10021789;30.08.15 14:48;Нет интернета;0;Снова вместе 50;300
10021789;15.01.16 13:51;Снова вместе 50;300;Нет интернета;0
10179002;11.07.16 11:25;Нет интернета;0;Снова вместе 70;350
10170526;15.01.16 14:00;Нет интернета;0;Снова вместе 50;300
10017299;18.11.13 9:22;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10017299;15.01.16 14:17;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10170746;15.01.16 14:39;Нет интернета;0;Снова вместе 50;300
10170691;15.01.16 14:44;Нет интернета;0;Снова вместе 50;300
10030963;15.01.16 15:17;Нет интернета;0;Снова вместе 50;300
10087101;10.11.12 10:44;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10087101;24.04.13 10:42;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10087101;15.01.16 15:28;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10059473;02.09.15 13:03;Интернет;400;Интернет 2015;399
10059473;15.01.16 15:43;Интернет 2015;399;Нет интернета;0
10087406;01.12.16 13:55;Любимый Абонент 70;350;Нет интернета;0
10057023;21.07.16 10:00;Нет интернета;0;Интернет 2015;399
10089697;27.06.15 10:12;Нет интернета;0;Интернет 2015;399
10089697;15.01.16 16:40;Интернет 2015;399;Нет интернета;0
10158837;15.01.16 17:27;Нет интернета;0;Снова вместе 70;350
10181125;01.09.16 13:47;Нет интернета;0;Интернет 2015;399
10169668;15.01.16 17:57;Нет интернета;0;Снова вместе 50;300
10170333;15.01.16 18:06;Нет интернета;0;Снова вместе 70;350
10038762;15.01.16 18:46;Нет интернета;0;Снова вместе 70;350
10088018;05.06.16 9:00;Нет интернета;0;Снова вместе 70;350
10170749;15.01.16 19:13;Нет интернета;0;Снова вместе 50;300
10170685;15.01.16 19:44;Нет интернета;0;Снова вместе 50;300
10170751;15.01.16 19:56;Нет интернета;0;Интернет 2015;399
10170838;17.01.16 14:42;Нет интернета;0;Снова вместе 70;350
10170844;17.01.16 16:13;Нет интернета;0;Снова вместе 70;350
10034172;17.01.16 18:12;Нет интернета;0;Специальный 50;250
10170759;18.01.16 9:31;Нет интернета;0;Снова вместе 50;300
10133128;18.03.14 21:43;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10133128;18.01.16 9:47;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10072579;11.08.15 10:36;Нет интернета;0;Снова вместе 70;350
10072579;18.01.16 9:50;Снова вместе 70;350;Нет интернета;0
10034172;28.05.15 11:04;Нет интернета;0;Интернет 2015;399
10034172;18.01.16 9:51;Интернет 2015;399;Нет интернета;0
10097136;18.01.16 10:24;Нет интернета;0;Снова вместе 50;300
10021789;18.01.16 10:52;Нет интернета;0;Снова вместе 50;300
10066069;18.01.16 11:32;Нет интернета;0;Снова вместе 50;300
10170820;18.01.16 11:52;Нет интернета;0;Снова вместе 50;300
10170801;18.01.16 12:11;Нет интернета;0;Снова вместе 50;300
10170797;18.01.16 12:11;Нет интернета;0;Снова вместе 50;300
10170740;18.01.16 12:29;Нет интернета;0;Снова вместе 70;350
10170833;18.01.16 12:35;Нет интернета;0;Интернет 2015;399
10170563;18.01.16 12:49;Нет интернета;0;Снова вместе 70;350
10180740;23.08.16 10:35;Нет интернета;0;Интернет 2015;399
10170397;18.01.16 12:55;Нет интернета;0;Интернет 2015;399
10036380;18.01.16 13:27;Нет интернета;0;Снова вместе 70;350
10170718;18.01.16 13:28;Нет интернета;0;Снова вместе 50;300
10170871;18.01.16 13:35;Нет интернета;0;Снова вместе 50;300
10101282;18.01.16 15:10;Нет интернета;0;Интернет 2015;399
10055592;14.01.16 19:31;ПРОСТО Класс 500 ускорение;380;Интернет 2015;399
10055592;18.01.16 14:51;Интернет 2015;399;Нет интернета;0
10076697;18.01.16 15:04;Нет интернета;0;Снова вместе 50;300
10101105;18.01.16 15:24;Нет интернета;0;Снова вместе 50;300
10170866;18.01.16 15:29;Нет интернета;0;Интернет 2015;399
10167300;18.01.16 15:54;Нет интернета;0;Снова вместе 70;350
10043762;18.01.16 16:04;Нет интернета;0;Снова вместе 70;350
10170829;18.01.16 16:11;Нет интернета;0;Интернет 2015;399
10170867;18.01.16 16:22;Нет интернета;0;Снова вместе 70;350
10092687;18.01.16 17:06;Нет интернета;0;Снова вместе 50;300
10170808;18.01.16 20:33;Нет интернета;0;Интернет 2015;399
10170865;18.01.16 17:52;Нет интернета;0;Снова вместе 50;300
10170868;18.01.16 18:21;Нет интернета;0;Интернет 2015;399
10042921;18.01.16 18:30;Нет интернета;0;Снова вместе 50;300
10170551;18.01.16 18:42;Нет интернета;0;Снова вместе 50;300
10041204;20.12.16 11:09;Любимый Абонент 70;350;Нет интернета;0
10143841;18.01.16 19:13;Нет интернета;0;Снова вместе 70;350
10078213;18.01.16 20:07;Нет интернета;0;Снова вместе 50;300
10170854;18.01.16 21:20;Нет интернета;0;Интернет 2015;399
10170878;19.01.16 10:49;Нет интернета;0;Интернет 2015;399
10110963;19.01.16 10:53;Нет интернета;0;Специальный 50;250
10170869;19.01.16 10:58;Нет интернета;0;Снова вместе 50;300
10026223;09.09.14 16:41;ПРОСТО Класс 500 ускорение;380;Интернет;400
10026223;19.01.16 10:59;Интернет;400;Нет интернета;0
10096031;11.02.13 15:15;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10096031;30.10.13 11:22;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10096031;19.01.16 11:01;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10155079;25.03.15 19:56;Нет интернета;0;Интернет;400
10155079;19.01.16 11:02;Интернет;400;Нет интернета;0
10170921;19.01.16 11:13;Нет интернета;0;Снова вместе 70;350
10170941;19.01.16 11:23;Нет интернета;0;Снова вместе 50;300
10162802;02.09.15 12:58;Нет интернета;0;Интернет 2015;399
10162802;19.01.16 11:25;Интернет 2015;399;Нет интернета;0
10170884;19.01.16 11:31;Нет интернета;0;Интернет 2015;399
10170942;19.01.16 11:55;Нет интернета;0;Снова вместе 70;350
10170928;19.01.16 12:49;Нет интернета;0;Интернет 2015;399
10087859;19.01.16 12:54;Нет интернета;0;Интернет 2015;399
10170940;19.01.16 13:02;Нет интернета;0;Интернет 2015;399
10170889;19.01.16 13:04;Нет интернета;0;Интернет 2015;399
10110963;19.01.16 13:08;Интернет;400;Нет интернета;0
10043993;19.01.16 13:20;Нет интернета;0;Снова вместе 50;300
10170924;19.01.16 13:32;Нет интернета;0;Интернет 2015;399
10179478;25.07.16 9:59;Нет интернета;0;Интернет 2015;399
10026223;19.01.16 14:06;Нет интернета;0;Специальный 50;250
10077011;09.02.13 13:47;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10077011;19.01.16 14:21;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10170930;19.01.16 14:38;Нет интернета;0;Интернет 2015;399
10093588;19.01.16 15:38;Нет интернета;0;Снова вместе 50;300
10061498;19.01.16 15:50;Нет интернета;0;Снова вместе 50;300
10036617;19.01.16 16:07;Нет интернета;0;Снова вместе 50;300
10082609;27.10.16 11:33;Нет интернета;0;Снова вместе 50;300
10040840;19.01.16 17:00;Нет интернета;0;Снова вместе 70;350
10096031;19.01.16 17:11;Нет интернета;0;Специальный 50;250
10170902;19.01.16 17:25;Нет интернета;0;Интернет 2015;399
10170953;19.01.16 17:42;Нет интернета;0;Снова вместе 50;300
10109995;19.01.16 17:50;Нет интернета;0;Снова вместе 50;300
10059993;19.01.16 18:30;Нет интернета;0;Интернет 2015;399
10170818;19.01.16 18:35;Нет интернета;0;Снова вместе 50;300
10165325;15.11.16 10:48;Нет интернета;0;Снова вместе 70;350
10170877;19.01.16 20:06;Нет интернета;0;Снова вместе 70;350
10164578;20.01.16 12:35;Нет интернета;0;Снова вместе 70;350
10160255;13.07.15 11:08;Нет интернета;0;Снова вместе 50;300
10031439;17.09.13 10:29;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10031439;20.01.16 14:18;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10094935;10.07.15 19:54;Интернет;400;Снова вместе 70;350
10094935;20.01.16 14:24;Снова вместе 70;350;Нет интернета;0
10170987;20.01.16 15:03;Нет интернета;0;Снова вместе 70;350
10122904;31.10.14 12:02;ПРОСТО Класс 600 ускорение;480;Интернет;400
10122904;20.01.16 15:22;Интернет;400;Нет интернета;0
10171007;20.01.16 15:35;Нет интернета;0;Снова вместе 70;350
10060137;17.09.15 12:09;Нет интернета;0;Интернет 2015;399
10060137;20.01.16 15:36;Интернет 2015;399;Нет интернета;0
10031253;20.01.16 16:08;Нет интернета;0;Снова вместе 50;300
10027798;20.01.16 16:47;Нет интернета;0;Интернет 2015;399
10106438;01.12.14 13:56;Нет интернета;0;Интернет;400
10158430;20.01.16 17:52;Нет интернета;0;Интернет 2015;399
10170948;20.01.16 17:01;Нет интернета;0;Интернет 2015;399
10170999;20.01.16 18:02;Нет интернета;0;Интернет 2015;399
10170991;20.01.16 18:07;Нет интернета;0;Снова вместе 70;350
10020839;20.01.16 18:10;Нет интернета;0;Снова вместе 50;300
10165325;15.11.16 10:50;Снова вместе 70;350;Интернет 99;399
10170959;20.01.16 18:48;Нет интернета;0;Снова вместе 70;350
10162226;20.01.16 18:51;Нет интернета;0;Интернет 2015;399
10170428;20.01.16 19:02;Нет интернета;0;Снова вместе 50;300
10169906;20.01.16 19:27;Нет интернета;0;Снова вместе 50;300
10062969;20.01.16 19:36;Нет интернета;0;Интернет 2015;399
10077011;20.01.16 19:40;Нет интернета;0;Интернет 2015;399
10133128;20.01.16 20:02;Нет интернета;0;Специальный 50;250
10170947;20.01.16 20:07;Нет интернета;0;Снова вместе 70;350
10170793;20.01.16 20:56;Нет интернета;0;Снова вместе 50;300
10160255;21.01.16 13:22;Снова вместе 50;300;Нет интернета;0
10142847;02.09.14 13:30;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10142847;21.01.16 13:55;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10147981;21.01.16 13:56;Нет интернета;0;Снова вместе 70;350
10144795;15.10.14 19:57;Нет интернета;0;Интернет;400
10170948;21.01.16 14:02;Интернет 2015;399;Снова вместе 70;350
10171067;21.01.16 14:14;Нет интернета;0;Интернет 2015;399
10032294;21.01.16 14:33;Нет интернета;0;Снова вместе 50;300
10170808;21.01.16 14:43;Интернет 2015;399;Снова вместе 70;350
10031006;28.04.15 13:40;Нет интернета;0;Снова вместе 50;300
10031006;21.01.16 14:50;Снова вместе 50;300;Нет интернета;0
10142556;21.01.16 15:04;Нет интернета;0;Снова вместе 70;350
10111569;21.01.16 15:22;Нет интернета;0;Снова вместе 50;300
10168875;21.01.16 15:47;Нет интернета;0;Снова вместе 50;300
10124960;30.10.14 12:45;Нет интернета;0;Интернет;400
10170967;21.01.16 16:09;Нет интернета;0;Интернет 2015;399
10171059;21.01.16 16:15;Нет интернета;0;Снова вместе 70;350
10171064;21.01.16 16:47;Нет интернета;0;Снова вместе 50;300
10171029;21.01.16 17:32;Нет интернета;0;Снова вместе 50;300
10039865;21.01.16 18:35;Нет интернета;0;Снова вместе 50;300
10171051;21.01.16 18:45;Нет интернета;0;Снова вместе 50;300
10156590;21.01.16 19:04;Нет интернета;0;Интернет 2015;399
10065407;21.01.16 20:40;Нет интернета;0;Снова вместе 70;350
10106438;22.01.16 10:41;Интернет;400;Нет интернета;0
10033619;22.01.16 11:18;Нет интернета;0;Снова вместе 50;300
10170943;22.01.16 11:32;Нет интернета;0;Снова вместе 50;300
10155246;21.01.16 17:19;Нет интернета;0;Интернет 2015;399
10171105;22.01.16 11:51;Нет интернета;0;Интернет 2015;399
10155246;22.01.16 11:36;Интернет 2015;399;Снова вместе 70;350
10082751;22.01.16 13:23;Нет интернета;0;Снова вместе 50;300
10171127;22.01.16 13:49;Нет интернета;0;Снова вместе 70;350
10032013;22.01.16 14:08;Интернет;400;Нет интернета;0
10171111;22.01.16 14:16;Нет интернета;0;Снова вместе 50;300
10120662;01.04.15 9:06;ПРОСТО Класс 500 ускорение;380;Специальный 50;250
10120662;22.01.16 14:34;Специальный 50;250;Нет интернета;0
10096195;22.01.16 14:41;Нет интернета;0;Снова вместе 50;300
10170505;22.01.16 16:45;Нет интернета;0;Интернет 2015;399
10171119;22.01.16 17:14;Нет интернета;0;Интернет 2015;399
10144133;22.01.16 18:13;Нет интернета;0;Снова вместе 70;350
10170826;22.01.16 18:23;Нет интернета;0;Снова вместе 50;300
10181620;12.09.16 9:21;Нет интернета;0;Интернет 2015;399
10144795;27.01.16 10:54;Интернет;400;Нет интернета;0
10171070;22.01.16 19:26;Нет интернета;0;Снова вместе 50;300
10041649;22.01.16 19:32;Нет интернета;0;Снова вместе 50;300
10037787;22.01.16 20:45;Нет интернета;0;Интернет 2015;399
10103322;24.01.16 11:05;Нет интернета;0;Специальный 50;250
10041067;24.01.16 11:50;Нет интернета;0;Снова вместе 70;350
10152408;24.01.16 11:52;Нет интернета;0;Интернет 2015;399
10129600;24.01.16 12:08;Нет интернета;0;Интернет 2015;399
10131191;24.01.16 12:56;Нет интернета;0;Снова вместе 50;300
10075897;24.01.16 13:06;Нет интернета;0;Интернет 2015;399
10041698;24.01.16 17:59;Нет интернета;0;Снова вместе 50;300
10093747;07.12.16 11:24;Нет интернета;0;Интернет 2015;399
10171201;24.01.16 18:54;Нет интернета;0;Специальный 50;250
10017378;24.01.16 19:20;Нет интернета;0;Снова вместе 50;300
10029627;01.09.14 0:55;ЛК600;600;Интернет;400
10029627;25.01.16 8:46;Интернет;400;Нет интернета;0
10153066;25.01.16 9:20;Нет интернета;0;Интернет 2015;399
10171237;25.01.16 9:38;Нет интернета;0;Интернет 2015;399
10168204;25.01.16 10:04;Нет интернета;0;Интернет 2015;399
10171207;25.01.16 10:06;Нет интернета;0;Интернет 2015;399
10059949;25.01.16 10:21;Нет интернета;0;Снова вместе 50;300
10035982;25.01.16 10:33;Нет интернета;0;Интернет 2015;399
10170789;25.01.16 10:35;Нет интернета;0;Снова вместе 50;300
10171226;25.01.16 10:45;Нет интернета;0;Интернет 2015;399
10126984;25.01.16 10:47;Нет интернета;0;Интернет 2015;399
10034144;25.01.16 10:48;Нет интернета;0;Снова вместе 50;300
10059472;25.01.16 10:50;Нет интернета;0;Снова вместе 50;300
10171233;25.01.16 10:51;Нет интернета;0;Снова вместе 70;350
10132838;25.01.16 11:08;Нет интернета;0;Снова вместе 70;350
10171230;25.01.16 11:12;Нет интернета;0;Снова вместе 70;350
10171227;25.01.16 11:25;Нет интернета;0;Интернет 2015;399
10079520;25.01.16 11:34;Нет интернета;0;Снова вместе 50;300
10060858;27.01.16 10:55;Нет интернета;0;Снова вместе 50;300
10140203;25.01.16 11:50;Нет интернета;0;Интернет 2015;399
10171197;25.01.16 11:54;Нет интернета;0;Снова вместе 70;350
10097670;25.01.16 12:01;Нет интернета;0;Снова вместе 50;300
10171136;25.01.16 12:46;Нет интернета;0;Снова вместе 70;350
10009821;25.01.16 12:53;Нет интернета;0;Снова вместе 70;350
10171164;25.01.16 13:09;Нет интернета;0;Интернет 2015;399
10169988;25.01.16 13:15;Интернет 2015;399;Специальный 50;250
