UID;REALIP;STTS;TARIF_INT;PRICE_INT;DATE_OFF
10179233;;0;Интернет 2015;399;
10179229;;0;Специальный 50;250;
10179205;;0;Интернет 2015;399;
10081921;;0;Специальный 50;250;
10020305;;0;Любимый Абонент 70;350;
10077939;;0;Снова вместе 70;350;
10179242;;0;Интернет 2015;399;
10179165;;0;Интернет 2015;399;
10179210;;0;Интернет 2015;399;
10077774;;0;Снова вместе 50;300;
10169319;;0;Снова вместе 70;350;
10178084;;0;Интернет 2015;399;
10137042;;0;Интернет 2015;399;
10179198;;0;Снова вместе 50;300;
10179220;;0;Интернет 2015;399;
10179230;;0;Интернет 2015;399;
10153178;;0;Интернет 2015;399;
10179217;;0;Интернет 2015;399;
10179223;;0;Интернет;400;
10042462;;0;Интернет 2015;399;
10150810;;0;Снова вместе 70;350;
10067725;;0;Интернет;400;
10178494;;0;Снова вместе 70;350;
10179201;;0;Снова вместе 70;350;
10179179;;0;Снова вместе 70;350;
10057435;;0;Снова вместе 70;350;
10179129;;0;Специальный 50;250;
10123895;;0;Интернет 2015;399;
10179170;;0;Интернет;400;
10179159;;0;Интернет 2015;399;
10179172;;0;Интернет 2015;399;
10179176;;0;Интернет 2015;399;
10068804;;0;Снова вместе 70;350;
10179117;;0;Интернет 2015;399;
10179157;;0;Снова вместе 70;350;
10168910;;0;Интернет 2015;399;
10179180;;0;Снова вместе 50;300;
10179161;;0;Интернет 2015;399;
10163362;;0;Снова вместе 50;300;
10037765;;0;Снова вместе 70;350;
10179156;;0;Интернет;400;
10179173;;0;Снова вместе 50;300;
10091789;;0;Интернет 2015;399;
10179142;;0;Снова вместе 70;350;
10031521;;0;Интернет 2015;399;
10149680;;0;Снова вместе 50;300;
10083267;;0;Интернет 2015;399;
10078491;;0;Снова вместе 50;300;
10179144;;0;Снова вместе 70;350;
10178840;;0;Снова вместе 50;300;
10074459;;0;Снова вместе 70;350;
10179102;;0;Снова вместе 70;350;
10179131;;0;Интернет 2015;399;
10071004;;0;Интернет 2015;399;
10135058;;0;Снова вместе 70;350;
10038023;;0;Снова вместе 50;300;
10178918;;0;Снова вместе 70;350;
10179125;;0;Снова вместе 70;350;
10179136;;0;Интернет;400;
10178441;;0;Интернет 2015;399;
10178524;;0;Снова вместе 50;300;
10179127;;0;Снова вместе 50;300;
10179135;;0;Снова вместе 70;350;
10179081;;0;Интернет 2015;399;
10179046;;0;Интернет 2015;399;
10109187;;0;Специальный 50;250;
10179100;;0;Интернет 2015;399;
10057293;;0;Снова вместе 70;350;
10179041;;0;Интернет 2015;399;
10179105;;0;Снова вместе 50;300;
10159535;;0;Специальный 50;250;
10178749;;0;Интернет;400;
10076066;;0;Снова вместе 70;350;
10179080;;0;Интернет 2015;399;
10179098;;0;Интернет 2015;399;
10179082;;0;Интернет 2015;399;
10179090;;0;Интернет 2015;399;
10179101;;0;Интернет 2015;399;
10179065;;0;Снова вместе 70;350;
10179096;;0;Снова вместе 70;350;
10179083;;0;Снова вместе 70;350;
10179020;;0;Снова вместе 70;350;
10178692;;0;Интернет 2015;399;
10057049;;0;Интернет 2015;399;
10179089;;0;Интернет 2015;399;
10179051;;0;Интернет 2015;399;
10178984;;0;Интернет 2015;399;
10177893;;0;Снова вместе 70;350;
10179045;;0;Эконом 444;324;
10128461;;0;Снова вместе 70;350;
10179050;;0;Снова вместе 70;350;
10016278;;0;Снова вместе 50;300;
10179031;;0;Снова вместе 50;300;
10178940;;0;Интернет 2015;399;
10179061;;0;Снова вместе 70;350;
10179059;;0;Интернет 2015;399;
10179036;;0;Специальный 50;250;
10023061;;0;Интернет 2015;399;
10056746;;0;Снова вместе 70;350;
10179066;;0;Интернет 2015;399;
10157723;;0;Интернет 2015;399;
10179079;;0;Снова вместе 70;350;
10178731;;0;Любимый Абонент 70;350;
10179033;;0;Интернет 2015;399;
10179019;;0;Специальный 50;250;
10178841;;0;Снова вместе 70;350;
10179049;;0;Снова вместе 50;300;
10179052;;0;Интернет;400;
10132704;;0;Снова вместе 70;350;
10075746;;0;Интернет 2015;399;
10024905;;0;Интернет 2015;399;
10179056;;0;Интернет 2015;399;
10088430;;0;Снова вместе 70;350;
10179053;;0;Интернет 2015;399;
10154650;;0;Интернет;400;
10179004;;0;Интернет 2015;399;
10179042;;0;Снова вместе 70;350;
10179000;;0;Снова вместе 50;300;
10170029;;0;Снова вместе 50;300;
10178991;;0;Интернет 2015;399;
10179016;;0;Интернет 2015;399;
10179006;;0;Снова вместе 70;350;
10077112;;0;Снова вместе 50;300;
10156783;;0;Снова вместе 50;300;
10123907;;0;Интернет 2015;399;
10024430;;0;Снова вместе 70;350;
10179015;;0;Интернет 2015;399;
10128845;;0;Интернет 2015;399;
10179014;;0;Снова вместе 50;300;
10009742;;0;Снова вместе 50;300;
10179011;;0;Интернет;400;
10176769;;0;Интернет 2015;399;
10178981;;0;Снова вместе 70;350;
10164957;;0;Снова вместе 70;350;
10116430;;0;Интернет 2015;399;
10034182;;0;Снова вместе 50;300;
10179002;;0;Снова вместе 70;350;
10179005;;0;Интернет 2015;399;
10178695;;0;Интернет 2015;399;
10029248;;0;Интернет 2015;399;
10154490;;0;Специальный 50;250;
10087766;;0;Снова вместе 70;350;
10178998;;0;Интернет;400;
10179010;;0;Снова вместе 70;350;
10179008;;0;Интернет 2015;399;
10178987;;0;Интернет 2015;399;
10107261;;0;Интернет;400;
10157154;;0;Снова вместе 70;350;
10154631;;0;Снова вместе 50;300;
10143021;;0;Интернет 2015;399;
10103916;;0;Интернет;400;
10178892;;0;Интернет 1 Гбит;800;
10152463;;0;Снова вместе 50;300;
10116259;;0;Интернет 2015;399;
10178963;;0;Интернет;400;
10069233;;0;Снова вместе 50;300;
10103521;;0;Интернет 2015;399;
10081721;;0;Снова вместе 50;300;
10178982;;0;Снова вместе 70;350;
10089541;;0;Интернет;400;
10178996;;0;Интернет 2015;399;
10151577;;0;Интернет 2015;399;
10135164;;0;Интернет 2015;399;
10178935;;0;Снова вместе 70;350;
10026188;;0;Снова вместе 50;300;
10178964;;0;Снова вместе 50;300;
10178961;;0;Специальный 70;350;
10178832;;0;Интернет 2015;399;
10178948;;0;Интернет 2015;399;
10178949;;0;Снова вместе 70;350;
10088990;;0;Интернет 2015;399;
10008480;;0;Интернет 2015;399;
10178951;;0;Снова вместе 50;300;
10178600;;0;Интернет 2015;399;
10169061;;0;Снова вместе 70;350;
10178315;;0;Интернет 2015;399;
10037370;;0;Снова вместе 50;300;
10158408;;0;Интернет 2015;399;
10157916;;0;Интернет 2015;399;
10178955;;0;Интернет;400;
10178926;;0;Снова вместе 50;300;
10164795;;0;Интернет 200 Мбит;449;
10178954;;0;Интернет 2015;399;
10178923;;0;Интернет;400;
10157005;;0;Снова вместе 70;350;
10178956;;0;Интернет 2015;399;
10001427;;0;Снова вместе 70;350;
10038247;;0;Интернет 2015;399;
10043202;;0;Снова вместе 50;300;
10114009;;0;Снова вместе 50;300;
10178945;;0;Снова вместе 70;350;
10178912;;0;Специальный 70;350;
10057334;;0;Снова вместе 70;350;
10178885;;0;Интернет 2015;399;
10178932;;0;Снова вместе 70;350;
10178835;;0;Интернет 2015;399;
10162425;;0;Интернет 2015;399;
10178919;;0;Снова вместе 70;350;
10041989;;0;Снова вместе 50;300;
10178896;;0;Снова вместе 70;350;
10058822;;0;Снова вместе 50;300;
10178899;;0;Интернет 2015;399;
10178839;;0;Специальный 50;250;
10038473;;0;Снова вместе 70;350;
10178931;;0;Интернет 2015;399;
10036585;;0;Снова вместе 50;300;
10128520;;0;Снова вместе 70;350;
10017566;;0;Снова вместе 50;300;
10031012;;0;Интернет 2015;399;
10155001;;0;Снова вместе 70;350;
10177855;;0;Интернет 2015;399;
10171110;;0;Специальный 50;250;
10174829;;0;Снова вместе 70;350;
10144901;;0;Снова вместе 70;350;
10095901;;0;Снова вместе 70;350;
10178834;;0;Снова вместе 70;350;
10178655;;0;Интернет 200 Мбит;449;
10178861;;0;Интернет 2015;399;
10178868;;0;Интернет 2015;399;
10178913;;0;Интернет;400;
10178881;;0;Снова вместе 50;300;
10178210;;0;Интернет 2015;399;
10023634;;0;Снова вместе 50;300;
10178771;;0;Интернет 2015;399;
10178838;;0;Снова вместе 70;350;
10178879;;0;Интернет 2015;399;
10178901;;0;Интернет 2015;399;
10178851;91.192.62.236;0;Интернет 1 Гбит;800;
10076378;;0;Снова вместе 70;350;
10178784;;0;Снова вместе 70;350;
10178795;;0;Снова вместе 70;350;
10142135;;0;Снова вместе 70;350;
10083307;;0;Специальный 50;250;
10178883;;0;Снова вместе 70;350;
10174054;;0;Интернет 2015;399;
10083336;;0;Снова вместе 50;300;
10063233;;0;Снова вместе 50;300;
10174874;;0;Интернет 2015;399;
10165423;;0;Снова вместе 70;350;
10178656;;0;Снова вместе 50;300;
10124082;;0;Снова вместе 70;350;
10178747;;0;Снова вместе 70;350;
10178029;;0;Снова вместе 70;350;
10178854;;0;Снова вместе 50;300;
10073070;;0;Снова вместе 70;350;
10178850;;0;Интернет 2015;399;
10178845;;0;Интернет 2015;399;
10178685;;0;Интернет 2015;399;
10039800;;0;Снова вместе 70;350;
10139147;;0;Снова вместе 50;300;
10178780;;0;Интернет 2015;399;
10134905;;0;Снова вместе 50;300;
10128023;;0;Снова вместе 50;300;
10178793;;0;Снова вместе 70;350;
10178751;;0;Интернет;400;
10178778;;0;Снова вместе 50;300;
10178368;;0;Снова вместе 70;350;
10063199;;0;Снова вместе 70;350;
10032416;;0;Интернет 2015;399;
10178873;;0;Интернет 2015;399;
10013060;;0;Интернет;400;
10178805;;0;Интернет 2015;399;
10178791;;0;Интернет 2015;399;
10175250;;0;Интернет;400;
10178772;;0;Снова вместе 70;350;
10178804;;0;Интернет;400;
10083223;;0;Интернет 2015;399;
10178705;;0;Специальный 50;250;
10178733;;0;Интернет 2015;399;
10150374;;0;Интернет 2015;399;
10178568;;0;Снова вместе 70;350;
10178046;;0;Интернет 2015;399;
10178167;;0;Интернет 200 Мбит;449;
10178770;;0;Снова вместе 70;350;
10178732;;0;Снова вместе 70;350;
10112360;;0;Снова вместе 70;350;
10157224;;0;Снова вместе 50;300;
10178746;;0;Снова вместе 70;350;
10178831;;0;Интернет 2015;399;
10139514;;0;Интернет 2015;399;
10178745;;0;Интернет;400;
10178773;;0;Снова вместе 70;350;
10178775;;0;Снова вместе 50;300;
10178758;;0;Интернет 2015;399;
10070591;;0;Снова вместе 50;300;
10178711;;0;Снова вместе 70;350;
10178783;;0;Специальный 70;350;
10137589;;0;Снова вместе 50;300;
10178760;;0;Снова вместе 50;300;
10110315;;0;Интернет 2015;399;
10170956;;0;Интернет;400;
10159079;;0;Снова вместе 70;350;
10178766;;0;Интернет 2015;399;
10084655;;0;Снова вместе 50;300;
10178739;;0;Интернет 2015;399;
10178785;;0;Интернет;400;
10090358;;0;Интернет 2015;399;
10178688;;0;Интернет 2015;399;
10178651;;0;Снова вместе 50;300;
10034361;;0;Интернет 2015;399;
10178734;;0;Интернет 2015;399;
10178786;;0;Интернет 2015;399;
10178767;;0;Интернет 2015;399;
10178748;;0;Снова вместе 50;300;
10036840;;0;Интернет 2015;399;
10178757;;0;Интернет 2015;399;
10178756;;0;Специальный 70;350;
10059117;;0;Интернет 2015;399;
10178752;;0;Снова вместе 50;300;
10036592;;0;Снова вместе 50;300;
10178698;;0;Специальный 50;250;
10178740;;0;Снова вместе 70;350;
10006749;;0;Снова вместе 50;300;
10178693;;0;Интернет 2015;399;
10178761;;0;Снова вместе 50;300;
10178730;;0;Снова вместе 70;350;
10031596;;0;Снова вместе 50;300;
10178700;;0;Снова вместе 50;300;
10171072;;0;Интернет 2015;399;
10178694;;0;Снова вместе 50;300;
10178703;;0;Снова вместе 50;300;
10178706;;0;Интернет 2015;399;
10178562;;0;Специальный 50;250;
10178545;;0;Снова вместе 70;350;
10088799;;0;Снова вместе 70;350;
10178623;;0;Интернет 2015;399;
10178690;;0;Снова вместе 70;350;
10101152;;0;Снова вместе 50;300;
10178555;;0;Снова вместе 50;300;
10178678;;0;Интернет 2015;399;
10178650;;0;Снова вместе 70;350;
10161838;;0;Интернет 2015;399;
10028309;;0;Интернет 2015;399;
10178682;;0;Интернет;400;
10178691;;0;Сёрфинг;300;
10142847;;0;Интернет 2015;399;
10178652;;0;Интернет 2015;399;
10109645;;0;Интернет 2015;399;
10178602;;0;Интернет 2015;399;
10152062;;0;Интернет 2015;399;
10064528;;0;Интернет 2015;399;
10178701;;0;Снова вместе 70;350;
10178704;;0;Снова вместе 70;350;
10178683;;0;Интернет 2015;399;
10178654;;0;Снова вместе 70;350;
10178564;;0;Снова вместе 70;350;
10178491;;0;Снова вместе 70;350;
10065896;;0;Снова вместе 50;300;
10178612;;0;Интернет 2015;399;
10178462;;0;Интернет 2015;399;
10115560;;0;Снова вместе 70;350;
10178622;;0;Снова вместе 70;350;
10097424;;0;Специальный 50;250;
10036218;;0;Интернет 2015;399;
10172697;;0;Снова вместе 70;350;
10099935;;0;Снова вместе 70;350;
10177311;;0;Снова вместе 50;300;
10178657;;0;Снова вместе 50;300;
10178648;;0;Интернет 2015;399;
10062878;;0;Снова вместе 70;350;
10178660;;0;Снова вместе 50;300;
10178486;;0;Снова вместе 70;350;
10178454;;0;Снова вместе 50;300;
10178663;;0;Интернет 2015;399;
10129665;;0;Снова вместе 70;350;
10178665;;0;Специальный 50;250;
10034721;;0;Интернет 2015;399;
10126493;;0;Снова вместе 50;300;
10178643;;0;Интернет 2015;399;
10178326;;0;Снова вместе 70;350;
10178646;;0;Интернет 2015;399;
10058532;;0;Снова вместе 70;350;
10178607;;0;Снова вместе 70;350;
10178619;;0;Снова вместе 50;300;
10178605;;0;Интернет 2015;399;
10035923;;0;Специальный 50;250;
10033283;;0;Снова вместе 50;300;
10138829;;0;Снова вместе 70;350;
10083256;;0;Снова вместе 70;350;
10178574;;0;Интернет 2015;399;
10031312;;0;Снова вместе 50;300;
10170628;;0;Снова вместе 70;350;
10178624;;0;Интернет 2015;399;
10172559;;0;Снова вместе 70;350;
10125581;;0;Снова вместе 70;350;
10097934;;0;Специальный 50;250;
10178627;;0;Интернет 2015;399;
10178606;;0;Интернет 2015;399;
10128213;;0;Снова вместе 70;350;
10178598;;0;Интернет 2015;399;
10178613;;0;Интернет 2015;399;
10030184;;0;Снова вместе 70;350;
10178617;;0;Интернет 2015;399;
10064730;;0;Снова вместе 50;300;
10170075;;0;Интернет;400;
10178620;;0;Интернет;400;
10037747;;0;Снова вместе 70;350;
10178327;;0;Снова вместе 70;350;
10009541;;0;Снова вместе 50;300;
10178621;;0;Снова вместе 50;300;
10001309;;0;Интернет;400;
10136804;;0;Интернет 2015;399;
10173330;;0;Интернет;400;
10137133;;0;Специальный 70;350;
10042111;;0;Интернет 2015;399;
10144715;;0;Интернет 2015;399;
10178552;;0;Снова вместе 70;350;
10172752;;0;Снова вместе 70;350;
10158187;;0;Интернет 2015;399;
10178543;;0;Интернет 2015;399;
10178546;;0;Снова вместе 70;350;
10178570;;0;Интернет 2015;399;
10025753;;0;Снова вместе 70;350;
10178519;;0;Снова вместе 70;350;
10080249;;0;Интернет 2015;399;
10076867;;0;Снова вместе 70;350;
10178526;;0;Интернет;400;
10178541;;0;Интернет 2015;399;
10000233;;0;Снова вместе 70;350;
10178534;;0;Специальный 50;250;
10178547;;0;Интернет 2015;399;
10178436;;0;Снова вместе 50;300;
10178188;;0;Снова вместе 70;350;
10178537;;0;Интернет;400;
10068654;;0;Снова вместе 70;350;
10178548;;0;Специальный 50;250;
10178554;;0;Интернет;400;
10178557;;0;Снова вместе 70;350;
10171190;;0;Интернет 2015;399;
10165311;;0;Снова вместе 50;300;
10029885;;0;Специальный 50;250;
10120090;;0;Интернет 2015;399;
10178549;;0;Снова вместе 70;350;
10178531;;0;Снова вместе 70;350;
10178563;;0;Снова вместе 70;350;
10064506;;0;Снова вместе 70;350;
10064363;;0;Снова вместе 70;350;
10178256;;0;Снова вместе 70;350;
10147550;;0;Снова вместе 70;350;
10102271;;0;Снова вместе 70;350;
10178461;;0;Снова вместе 70;350;
10010262;;0;Снова вместе 70;350;
10178487;;0;Интернет 2015;399;
10178433;;0;Снова вместе 70;350;
10178451;;0;Снова вместе 50;300;
10103510;;0;Снова вместе 70;350;
10158963;;0;Снова вместе 70;350;
10178533;;0;Снова вместе 70;350;
10178387;;0;Интернет 2015;399;
10132960;;0;Снова вместе 70;350;
10102229;;0;Снова вместе 70;350;
10178508;;0;Интернет 200 Мбит;449;
10158000;;0;Интернет 2015;399;
10178499;;0;Интернет;400;
10077623;;0;Снова вместе 70;350;
10178527;;0;Интернет 2015;399;
10178492;;0;Снова вместе 70;350;
10178529;;0;Снова вместе 50;300;
10178488;;0;Снова вместе 70;350;
10037820;;0;Снова вместе 70;350;
10178530;;0;Снова вместе 70;350;
10178449;;0;Снова вместе 50;300;
10178392;;0;Служебный 200;200;
10178450;;0;Снова вместе 50;300;
10107108;;0;Интернет 2015;399;
10097304;;0;Снова вместе 50;300;
10178496;;0;Снова вместе 70;350;
10178512;;0;Снова вместе 50;300;
10178439;;0;Снова вместе 70;350;
10178490;;0;Снова вместе 50;300;
10178344;;0;Интернет 2015;399;
10160902;;0;Снова вместе 50;300;
10178493;;0;Интернет 2015;399;
10128875;;0;Снова вместе 70;350;
10178479;;0;Интернет 2015;399;
10177984;;0;Снова вместе 50;300;
10178475;;0;Интернет 2015;399;
10035127;;0;Специальный 70;350;
10170735;;0;Интернет 1 Гбит;800;
10178069;;0;Интернет 2015;399;
10178283;;0;Интернет 2015;399;
10178443;;0;Интернет;400;
10178354;;0;Снова вместе 70;350;
10069838;;0;Специальный 50;250;
10178463;;0;Сёрфинг;300;
10166678;;0;Снова вместе 50;300;
10178346;;0;Интернет 2015;399;
10178448;;0;Интернет 2015;399;
10079770;;0;Снова вместе 50;300;
10129568;;0;Снова вместе 70;350;
10178458;;0;Интернет 2015;399;
10117801;;0;Снова вместе 50;300;
10178388;;0;Снова вместе 50;300;
10178447;;0;Снова вместе 70;350;
10178452;;0;Интернет;400;
10150278;;0;Снова вместе 70;350;
10008164;;0;Интернет 2015;399;
10178355;;0;Интернет;400;
10078960;;0;Снова вместе 50;300;
10178239;;0;Снова вместе 70;350;
10071696;;0;Специальный 50;250;
10141088;;0;Снова вместе 70;350;
10043675;;0;Снова вместе 70;350;
10178266;;0;Снова вместе 70;350;
10169719;;0;Интернет 2015;399;
10178426;;0;Интернет 2015;399;
10178353;;0;Интернет 2015;399;
10178434;;0;Снова вместе 70;350;
10035602;;0;Снова вместе 70;350;
10178417;;0;Снова вместе 50;300;
10018540;;0;Интернет 2015;399;
10178411;;0;Интернет 2015;399;
10178419;;0;Снова вместе 50;300;
10147117;;0;Снова вместе 70;350;
10168730;;0;Интернет 2015;399;
10178425;;0;Любимый Абонент 70;350;
10171154;;0;Снова вместе 70;350;
10148354;;0;Интернет 2015;399;
10178250;;0;Снова вместе 50;300;
10178414;;0;Снова вместе 50;300;
10178431;;0;Снова вместе 50;300;
10178360;;0;Снова вместе 50;300;
10178424;;0;Снова вместе 70;350;
10178430;;0;Интернет 2015;399;
10060817;;0;Снова вместе 70;350;
10178396;;0;Снова вместе 50;300;
10178397;;0;Интернет 2015;399;
10178421;;0;Снова вместе 70;350;
10090449;;0;Снова вместе 50;300;
10177970;;0;Интернет 2015;399;
10178370;;0;Снова вместе 50;300;
10177441;;0;Интернет 2015;399;
10088028;;0;Снова вместе 70;350;
10132400;;0;Интернет;400;
10178325;;0;Снова вместе 70;350;
10178116;;0;Снова вместе 50;300;
10178391;;0;Интернет 2015;399;
10178386;;0;Снова вместе 70;350;
10178319;;0;Интернет 2015;399;
10116528;;0;Интернет;400;
10033022;;0;Снова вместе 50;300;
10178390;;0;Снова вместе 50;300;
10178377;;0;Интернет 2015;399;
10035640;;0;Снова вместе 70;350;
10178286;;0;Снова вместе 50;300;
10178395;;0;Интернет 2015;399;
10178393;;0;Снова вместе 70;350;
10067793;;0;Интернет;400;
10038314;;0;Снова вместе 50;300;
10178311;;0;Снова вместе 50;300;
10034348;;0;Интернет 2015;399;
10043612;;0;Снова вместе 50;300;
10178321;;0;Снова вместе 50;300;
10178371;;0;Снова вместе 70;350;
10178369;;0;Снова вместе 70;350;
10178381;;0;Интернет 2015;399;
10019641;;0;Специальный 70;350;
10178379;;0;Интернет 2015;399;
10053605;;0;Интернет 2015;399;
10178380;;0;Интернет 2015;399;
10178376;;0;Снова вместе 50;300;
10178349;;0;Интернет 2015;399;
10178262;;0;Снова вместе 70;350;
10178317;;0;Снова вместе 70;350;
10031121;;0;Специальный 50;250;
10141609;;0;Интернет 2015;399;
10156088;;0;Снова вместе 50;300;
10110035;;0;Интернет;400;
10000130;;0;Снова вместе 70;350;
10178342;;0;Интернет 2015;399;
10178254;;0;Интернет 2015;399;
10139840;;0;Снова вместе 70;350;
10178242;;0;Снова вместе 70;350;
10146623;;0;Интернет 2015;399;
10178318;;0;Интернет 2015;399;
10178334;;0;Снова вместе 50;300;
10178341;;0;Интернет 2015;399;
10178244;91.192.62.174;0;Интернет 1 Гбит;800;
10178309;;0;Интернет;400;
10178350;;0;Интернет 2015;399;
10178316;;0;Снова вместе 70;350;
10105993;;0;Снова вместе 70;350;
10062885;;0;Снова вместе 70;350;
10120662;;0;Интернет 2015;399;
10178329;;0;Интернет 2015;399;
10178335;;0;Снова вместе 70;350;
10178347;;0;Снова вместе 70;350;
10060471;;0;Снова вместе 70;350;
10177087;;0;Снова вместе 50;300;
10178331;;0;Снова вместе 70;350;
10178330;;0;Интернет;400;
10178290;;0;Интернет 2015;399;
10034673;;0;Снова вместе 50;300;
10178348;;0;Интернет 2015;399;
10178299;;0;Интернет 2015;399;
10178314;;0;Интернет 2015;399;
10178332;;0;Снова вместе 70;350;
10176851;;0;Интернет 2015;399;
10178292;;0;Интернет 2015;399;
10178301;;0;Снова вместе 70;350;
10158745;;0;Интернет 2015;399;
10034831;;0;Снова вместе 70;350;
10149453;;0;Специальный 70;350;
10091397;;0;Снова вместе 50;300;
10178291;;0;Интернет 2015;399;
10178275;;0;Снова вместе 70;350;
10178273;;0;Интернет 2015;399;
10071294;;0;Интернет;400;
10178300;;0;Интернет 2015;399;
10178257;;0;Снова вместе 70;350;
10054390;;0;Снова вместе 50;300;
10178293;;0;Интернет 2015;399;
10178284;;0;Интернет 2015;399;
10178277;;0;Снова вместе 70;350;
10178260;;0;Снова вместе 70;350;
10085038;;0;Снова вместе 70;350;
10026360;;0;Интернет 2015;399;
10178247;;0;Интернет 2015;399;
10178288;;0;Интернет 2015;399;
10178278;;0;Интернет 2015;399;
10176830;;0;Снова вместе 70;350;
10178232;;0;Снова вместе 50;300;
10140665;;0;Снова вместе 70;350;
10131269;;0;Снова вместе 50;300;
10065176;;0;Снова вместе 70;350;
10178220;;0;Снова вместе 70;350;
10077590;;0;Снова вместе 70;350;
10036249;;0;Снова вместе 70;350;
10178267;;0;Снова вместе 70;350;
10157850;;0;Служебный 200;200;
10043683;;0;Интернет 2015;399;
10178241;;0;Снова вместе 50;300;
10178186;;0;Интернет 2015;399;
10178216;;0;Интернет 2015;399;
10035676;;0;Снова вместе 70;350;
10177204;;0;Снова вместе 70;350;
10178207;;0;Снова вместе 50;300;
10178171;;0;Интернет 2015;399;
10178212;;0;Интернет 2015;399;
10178218;;0;Снова вместе 50;300;
10178226;;0;Снова вместе 70;350;
10178185;;0;Интернет;400;
10033497;;0;Снова вместе 50;300;
10178135;;0;Интернет 2015;399;
10178222;;0;Служебный 200;200;
10006816;;0;Снова вместе 50;300;
10178187;;0;Интернет 2015;399;
10163309;;0;Интернет 2015;399;
10178202;;0;Интернет 2015;399;
10178217;;0;Снова вместе 70;350;
10178009;;0;Снова вместе 70;350;
10134406;;0;Снова вместе 50;300;
10178047;;0;Снова вместе 70;350;
10122395;;0;Интернет 2015;399;
10035250;;0;Интернет 2015;399;
10041335;;0;Интернет 2015;399;
10178138;;0;Интернет 2015;399;
10178161;;0;Интернет 2015;399;
10144497;;0;Интернет 2015;399;
10178151;;0;Интернет 2015;399;
10177966;;0;Снова вместе 50;300;
10044544;;0;Специальный 50;250;
10178179;;0;Интернет 2015;399;
10043515;;0;Снова вместе 50;300;
10096404;;0;Снова вместе 50;300;
10178139;;0;Снова вместе 70;350;
10164508;;0;Снова вместе 50;300;
10033923;;0;Интернет 2015;399;
10178106;;0;Снова вместе 70;350;
10178164;;0;Специальный 50;250;
10025680;;0;Интернет 2015;399;
10167696;;0;Снова вместе 70;350;
10128616;;0;Специальный 70;350;
10128627;;0;Снова вместе 70;350;
10178065;;0;Интернет 2015;399;
10151727;;0;Интернет 2015;399;
10142637;;0;Интернет 2015;399;
10178130;;0;Снова вместе 50;300;
10023789;;0;Интернет 2015;399;
10163081;;0;Снова вместе 50;300;
10178105;;0;Снова вместе 70;350;
10045977;;0;Снова вместе 70;350;
10178127;;0;Снова вместе 70;350;
10063805;;0;Интернет 2015;399;
10176976;;0;Интернет 2015;399;
10178095;;0;Снова вместе 50;300;
10133572;;0;Снова вместе 50;300;
10030016;;0;Снова вместе 70;350;
10110187;;0;Снова вместе 70;350;
10111782;;0;Снова вместе 70;350;
10178068;;0;Снова вместе 50;300;
10178025;;0;Снова вместе 70;350;
10025805;;0;Интернет 2015;399;
10122356;;0;Интернет 2015;399;
10178089;;0;Снова вместе 70;350;
10178104;;0;Интернет 2015;399;
10178055;;0;Снова вместе 70;350;
10178111;;0;Интернет 2015;399;
10023893;;0;Интернет 2015;399;
10155895;;0;Интернет 2015;399;
10089515;;0;Интернет 2015;399;
10178123;;0;Интернет 2015;399;
10163949;;0;Снова вместе 70;350;
10146793;;0;Интернет 2015;399;
10178080;;0;Снова вместе 70;350;
10125947;;0;Снова вместе 70;350;
10177996;;0;Снова вместе 50;300;
10178040;;0;Интернет 2015;399;
10178073;;0;Интернет;400;
10178064;;0;Снова вместе 70;350;
10178051;;0;Интернет 2015;399;
10178085;;0;Снова вместе 70;350;
10177990;;0;Специальный 50;250;
10110228;;0;Снова вместе 70;350;
10178061;;0;Снова вместе 70;350;
10178086;;0;Специальный 70;350;
10178022;;0;Снова вместе 70;350;
10178060;;0;Любимый Абонент 70;350;
10033136;;0;Интернет 2015;399;
10086151;;0;Снова вместе 70;350;
10060998;;0;Снова вместе 50;300;
10178076;;0;Снова вместе 70;350;
10053796;;0;Снова вместе 70;350;
10178063;;0;Снова вместе 70;350;
10176376;;0;Снова вместе 70;350;
10157535;;0;Специальный 50;250;
10036650;;0;Отличный;435;
10177988;;0;Снова вместе 50;300;
10085452;;0;Интернет 2015;399;
10178072;;0;Снова вместе 70;350;
10178059;;0;Снова вместе 70;350;
10178088;;0;Интернет 2015;399;
10178035;;0;Интернет 2015;399;
10178038;;0;Снова вместе 70;350;
10142808;;0;Снова вместе 50;300;
10178062;;0;Интернет 2015;399;
10178034;;0;Снова вместе 70;350;
10177478;;0;Снова вместе 70;350;
10178044;;0;Интернет 2015;399;
10178052;;0;Снова вместе 70;350;
10178054;;0;Интернет 2015;399;
10044666;;0;Интернет 2015;399;
10178048;;0;Снова вместе 70;350;
10178032;;0;Интернет;400;
10178053;;0;Интернет 2015;399;
10069992;;0;Снова вместе 50;300;
10034547;;0;Снова вместе 70;350;
10176815;;0;Снова вместе 70;350;
10177777;;0;Снова вместе 70;350;
10165017;;0;Интернет 2015;399;
10178026;;0;Интернет 2015;399;
10178017;;0;Интернет 2015;399;
10045528;;0;Снова вместе 70;350;
10178030;;0;Интернет 2015;399;
10068968;;0;Интернет 2015;399;
10177315;;0;Снова вместе 50;300;
10176236;;0;Интернет 2015;399;
10177982;;0;Снова вместе 70;350;
10178014;;0;Интернет 2015;399;
10102459;;0;Снова вместе 70;350;
10177724;;0;Снова вместе 70;350;
