;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
4163;14;1.0;0.0;0.0;1.0;;;;;;;;;;;;;3;0;6.0;0.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;2.0;0.0;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
2404;2;;;;;;;;;;;;;2.0;0.0;1.0;0.0;1;0;1.0;0.0;;;3.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;0;;0;;0
6447;7;1.0;0.0;0.0;1.0;;;;;;;;;0.0;1.0;;;2;1;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
9909;17;6.0;1.0;5.0;2.0;;;;;;;;;;;;;3;1;2.0;0.0;2.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;2;8341755733;1;;0
6231;8;0.0;1.0;0.0;1.0;;;;;;;;;0.0;1.0;1.0;1.0;1;0;4.0;0.0;3.0;0.0;3.0;0.0;;;;;12.0;0.0;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;1.0;0.0;;;11.0;0.0;0.0;1.0;1.0;2.0;;;;;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
2089;11;2.0;1.0;1.0;2.0;;;;;;;;;;;;;1;2;0.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;11193453109;1;;0
10711;2;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;1;8808311398;1;;0
5519;4;;;;;;;;;;;;;;;;;2;0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;4033867524;1
7574;7;1.0;1.0;1.0;2.0;;;;;;;;;1.0;2.0;;;1;0;3.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
12551;4;1.0;1.0;1.0;1.0;1.0;0.0;;;;;;;;;3.0;5.0;1;0;;;2.0;0.0;0.0;1.0;;;;;0.0;3.0;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
6507;4;;;1.0;0.0;;;;;;;;;;;;;2;0;;;;;3.0;0.0;;;;;12.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;0.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
9052;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;3.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;7841565583;1
10080;2;1.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;;;;;1.0;0.0;0.0;2.0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8436741897;1;;0
11070;8;1.0;1.0;1.0;1.0;1.0;0.0;;;;;;;0.0;1.0;;;1;0;;;1.0;0.0;1.0;0.0;;;;;6.0;0.0;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;;;;;;4.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11197;5;1.0;2.0;1.0;2.0;2.0;0.0;;;;;;;;;;;2;0;2.0;0.0;1.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;9108105177;1
2344;15;4.0;2.0;3.0;2.0;;;0.0;1.0;;;;;;;;;2;0;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;11305972287;1;;0
11463;7;2.0;0.0;2.0;0.0;;;;;;;;;1.0;0.0;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
5728;4;;;;;;;;;;;;;;;;;2;0;9.0;1.0;;;1.0;2.0;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;0.0;1.0;;;;;;;;;;;;;8.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;4074075744;1
9750;4;1.0;1.0;;;;;;;;;;;;;;;1;0;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8251556414;1;8251496168;1
2649;4;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;2.0;0.0;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
6116;7;1.0;0.0;;;;;;;;;;;;;;;4;0;0.0;1.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11606;12;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;3.0;0.0;3.0;0.0;2.0;2.0;;;;;5.0;3.0;;;;;;;;;;;0.0;2.0;;;10.0;0.0;;;;;;;;;2.0;0.0;;;3.0;3.0;;;4.0;0.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;9365354785;1;;0
2131;2;1.0;0.0;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;0;0;;0;;0
1104;8;0.0;1.0;0.0;1.0;;;;;;;;;;;;;1;0;;;3.0;0.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
5963;7;2.0;0.0;1.0;1.0;;;;;;;;;;;;;5;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
8622;16;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;2.0;0.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5600418864;1;;0
10512;5;2.0;0.0;;;;;;;;;;;;;;;2;0;6.0;4.0;;;0.0;2.0;;;;;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;;;4.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;8709835376;1
4466;8;0.0;1.0;0.0;2.0;0.0;1.0;;;;;;;;;;;1;0;3.0;0.0;;;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;2.0;1.0;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;3.0;0.0;;;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
444;4;;;;;;;;;;;;;;;;;2;0;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;10326801532;1
12320;11;4.0;2.0;3.0;3.0;;;1.0;1.0;;;;;;;11.0;3.0;1;1;1.0;1.0;2.0;0.0;1.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;1.0;0.0;6.0;0.0;;;;;;;;;;;;;3.0;0.0;;;2.0;0.0;;;;;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;0;2;9795204148;1;9795086933;1
8198;7;1.0;2.0;1.0;3.0;;;;;;;;;2.0;3.0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;0;;0;;0
8762;5;;;;;;;;;;;;;;;;;2;0;5.0;2.0;5.0;2.0;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;13.0;3.0;;;;;;;;;;;;;0.0;1.0;;;1.0;0.0;;;;;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11918;7;1.0;0.0;;;;;;;;;;;;;;;3;2;2.0;0.0;1.0;2.0;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;1.0;2.0;;;1.0;0.0;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5927;11;2.0;0.0;1.0;1.0;;;;;;;;;;;;;2;0;0.0;3.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;2.0;2.0;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;3.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;1;2;4118645614;1;;0
9550;8;2.0;2.0;2.0;2.0;;;;;;;0.0;2.0;2.0;2.0;;;2;0;;;;;2.0;0.0;;;;;40.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;38.0;0.0;;;4.0;0.0;;;;;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5979;6;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;2.0;0.0;5.0;0.0;3.0;1.0;;;;;5.0;4.0;;;;;;;;;;;;;;;8.0;0.0;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;9.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4128462226;1;;0
3112;11;;;;;;;;;;;;;;;;;1;0;1.0;1.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;7.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;2.0;0.0;;;4.0;0.0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;1354161855;1
1067;19;1.0;0.0;0.0;1.0;;;;;;;;;0.0;1.0;;;4;0;;;;;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;0;1;;0;;0
9276;5;;;;;;;;;;;;;;;;;2;0;6.0;4.0;;;3.0;0.0;;;;;6.0;0.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;6.0;0.0;;;3.0;0.0;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;7932665109;1
8470;4;1.0;0.0;3.0;0.0;;;;;;;;;;;;;1;1;;;;;1.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
12191;7;;;;;;;;;;;;;1.0;0.0;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
3574;11;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;1645203407;1
8992;8;3.0;0.0;2.0;0.0;;;;;;;;;;;0.0;1.0;3;2;;;1.0;1.0;1.0;1.0;;;;;2.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;2.0;0.0;;;2.0;0.0;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;0.0;;;;;0;1;;0;;0
1702;11;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;3.0;0.0;;;2.0;1.0;;;;;3.0;4.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;3.0;4.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;11010072520;1;11009948954;1
12356;2;1.0;1.0;0.0;2.0;;;;;;;;;0.0;1.0;;;3;1;1.0;1.0;;;1.0;1.0;;;;;1.0;0.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;0;1;9820344090;1;;0
7570;1;2.0;0.0;0.0;2.0;;;;;;;;;;;;;2;0;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;6.0;2.0;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;4.0;0.0;;;;;1;1;;0;;0
12399;4;3.0;0.0;2.0;1.0;;;;;;;;;;;;;1;1;2.0;0.0;3.0;0.0;1.0;0.0;;;;;0.0;4.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;0.0;4.0;;;1.0;0.0;;;;;3.0;0.0;1.0;0.0;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;9848768602;1;;0
1886;7;2.0;1.0;1.0;2.0;;;;;;;;;1.0;0.0;;;2;1;;;1.0;0.0;3.0;1.0;3.0;0.0;;;14.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
12389;4;;;;;;;;;;;;;;;;;2;0;5.0;0.0;19.0;1.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;9842209272;1
5862;7;;;;;;;;;;;;;1.0;0.0;;;3;0;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
945;5;;;;;;;;;;;;;;;;;2;0;4.0;0.0;;;1.0;0.0;;;;;4.0;0.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;1.0;0.0;;;4.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;10669023748;1
8383;5;;;;;;;;;;;;;;;;;2;0;2.0;1.0;3.0;2.0;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;3.0;4.0;;;;;;;;;;;;;0.0;1.0;;;0.0;1.0;;;;;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11607;4;1.0;1.0;1.0;1.0;0.0;1.0;;;;;;;;;0.0;1.0;1;0;2.0;0.0;1.0;0.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;0.0;2.0;;;0.0;1.0;;;;;2.0;0.0;1.0;0.0;;;;;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
11707;6;3.0;1.0;1.0;2.0;;;;;;;;;;;;;4;3;5.0;3.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;;;;;1;1;;0;9408615921;1
159;1;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;1.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;2.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;10107052340;1
9939;16;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;;;;;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
2227;1;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
